Sector,Outcome,Output,Area,Partner,Category,Value
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Beirut,ACTED,Refugee,143000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Beirut,UNHCR,Refugee,259916.1
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Beirut,IR Lebanon,Refugee,500000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Bekaa,IR Lebanon,Refugee,250000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Bekaa,Medair Lebanon,Refugee,757135
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Bekaa,UNHCR,Refugee,365400
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Bekaa,DRC,Refugee,2430000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Bekaa,HI,Refugee,3356000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",South,AVSI,Refugee,47000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",South,UNHCR,Refugee,72000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",South,IR Lebanon,Refugee,250000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",South,DRC,Refugee,1215000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Tripoli,UNHCR,Refugee,81000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Tripoli,SI,Refugee,480000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,"BA - 2.2  Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",Tripoli,DRC,Refugee,945000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Akkar,Save the Children,Refugee,72000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Akkar,IOM,Refugee,272000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Akkar,Save the Children,Stabilization,18000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Akkar,IOM,Stabilization,68000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Bekaa,Save the Children,Refugee,108000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Bekaa,Medair Lebanon,Refugee,119600
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Bekaa,IOM,Refugee,272000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Bekaa,Save the Children,Stabilization,27000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Bekaa,Medair Lebanon,Stabilization,29900
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Bekaa,IOM,Stabilization,68000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Countrywide,UNICEF,Refugee,1840000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Countrywide,UNICEF,Stabilization,460000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,South,Solidar Suisse,Refugee,108000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,South,IOM,Refugee,232000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,South,Solidar Suisse,Stabilization,27000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,South,IOM,Stabilization,58000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Akkar,IRC,Refugee,70000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Akkar,IRC,Stabilization,17500
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Beirut,IRC,Refugee,70000
"Basic Assistance (BA): Pop Target = 889,500",BA - 2. Aff pop maintain access to goods and services,BA - 2.3 Pop subject emerg infl has access to RI,Beirut,IRC,Stabilization,17500
"Basic Assistance (BA): Pop Target = 889,500",BA - 3. Strengthened social safety net structures,BA - 3.1 Strength Targeting & delivery  for NPTP,Beirut,IOM,Stabilization,22000
"Basic Assistance (BA): Pop Target = 889,500",BA - 3. Strengthened social safety net structures,BA - 3.1 Strength Targeting & delivery  for NPTP,Countrywide,MoSA,Stabilization,150000
"Basic Assistance (BA): Pop Target = 889,500",BA - 3. Strengthened social safety net structures,BA - 3.1 Strength Targeting & delivery  for NPTP,Akkar,IOM,Stabilization,19500
"Basic Assistance (BA): Pop Target = 889,500",BA - 3. Strengthened social safety net structures,BA - 3.1 Strength Targeting & delivery  for NPTP,Bekaa,IOM,Stabilization,19500
"Basic Assistance (BA): Pop Target = 889,500",BA - 3. Strengthened social safety net structures,BA - 3.1 Strength Targeting & delivery  for NPTP,Countrywide,UNICEF,Stabilization,500000
"Basic Assistance (BA): Pop Target = 889,500",BA - 3. Strengthened social safety net structures,BA - 3.1 Strength Targeting & delivery  for NPTP,South,IOM,Stabilization,12000
"Basic Assistance (BA): Pop Target = 889,500",BA - 3. Strengthened social safety net structures,BA - 3.1 Strength Targeting & delivery  for NPTP,Tripoli,IOM,Stabilization,12000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Akkar,IOM,Refugee,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Akkar,IOM,Stabilization,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Beirut,IOM,Refugee,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Beirut,IOM,Stabilization,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Bekaa,IOM,Refugee,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Bekaa,IOM,Stabilization,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Countrywide,IRC,Refugee,111120.5
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Countrywide,IRC,Stabilization,111120.5
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,South,IOM,Refugee,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,South,IOM,Stabilization,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Tripoli,IOM,Refugee,6000
"Basic Assistance (BA): Pop Target = 889,500",BA - 4. cost effectiveness of Basic Assistance,BA - 4.1 Cost effectiveness is increased,Tripoli,IOM,Stabilization,6000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,Save the Children,Refugee,13000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,WVI,Refugee,554762
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,MoSA,Refugee,174590
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,UNICEF,Refugee,2247860
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,Save the Children,Stabilization,7000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,WVI,Stabilization,298718
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,MoSA,Stabilization,94010
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Akkar,UNICEF,Stabilization,1252580
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Beirut,Makhzoumi,Refugee,10432.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Beirut,UNRWA,Refugee,19812
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Beirut,Save the Children,Refugee,538687.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Beirut,WVI,Refugee,525762.25
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Beirut,UNHCR,Refugee,295219.6
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000","CP - Vulnerable boys and girls are protected from violence, exploitation, abuse and neglect through equitable access to quality child protection services","CP - 1.1 Vulnerabilities of boys, girls and caregivers are reduced and their resilience strengthened",Beirut,MoSA,Refugee,174590
