DumpTotal,Sector,Outcome,,Output,Activity,Area,Partner,Value
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Beirut,CLMC Lebanon,120000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Beirut,CLMC Lebanon,180000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Beirut,Makhzoumi,17500
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Beirut,Makhzoumi,68775
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Bekaa,CLMC Lebanon,168000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Bekaa,CLMC Lebanon,252000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Bekaa,Save the Children,375000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,South,CLMC Lebanon,24000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,South,CLMC Lebanon,36000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Tripoli,CLMC Lebanon,48000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",1. Provide cash grants for newcomer refugee HH,Tripoli,CLMC Lebanon,72000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Akkar,ACTED,143000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Akkar,DRC,648000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Akkar,Save the Children,720000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Akkar,UNHCR,90000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Beirut,ACTED,143000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Beirut,AVSI,47000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Beirut,IR Lebanon,500000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Beirut,Makhzoumi,16000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Beirut,UNHCR,259916.1
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Bekaa,DRC,1944000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Bekaa,HI,3356000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Bekaa,IR Lebanon,250000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Bekaa,Medair Lebanon,287040
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Bekaa,Medair Lebanon,470095
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Bekaa,Save the Children,1080000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Bekaa,UNHCR,365400
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,South,AVSI,47000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,South,DRC,972000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,South,IR Lebanon,250000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,South,UNHCR,72000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Tripoli,DRC,756000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Tripoli,SI,480000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",2. Provide in-kind kits for newcomer refugee HH,Tripoli,UNHCR,81000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",3. Conduct assessments/impact eval of newcomer,Akkar,DRC,162000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",3. Conduct assessments/impact eval of newcomer,Bekaa,DRC,486000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",3. Conduct assessments/impact eval of newcomer,South,DRC,243000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,"BA - 2.2 Newcomer population and households with auxiliary needs identified in the field  have access to basic items, shortly after identified",3. Conduct assessments/impact eval of newcomer,Tripoli,DRC,189000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,Akkar,IOM,192000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,Akkar,Save the Children,48000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,Bekaa,IOM,192000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,Bekaa,Medair Lebanon,119600
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,Bekaa,Save the Children,72000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,Countrywide,UNICEF,1840000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,South,IOM,200000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,1. Maintain NFI contingency in-kind stock,South,Solidar Suisse,108000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,Akkar,IOM,80000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,Akkar,IRC,70000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,Akkar,Save the Children,24000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,Beirut,IRC,70000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,Beirut,SIF,0
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,Bekaa,IOM,80000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,Bekaa,Save the Children,36000
SUM of Selected,Basic Assistance (BA),BA - 2. Aff pop maintain access to goods and services,,BA - 2.3 Pop subject emerg infl has access to RI,2. Maintain contingency cash for emergency,South,IOM,32000
SUM of Selected,Basic Assistance (BA),BA - 3. Strengthened social safety net structures,,BA - 3.1 Strength Targeting & delivery  for NPTP,1. Conduct workshops with the government,Beirut,IOM,0
SUM of Selected,Basic Assistance (BA),BA - 3. Strengthened social safety net structures,,BA - 3.1 Strength Targeting & delivery  for NPTP,1. Conduct workshops with the government,Countrywide,MoSA,0
SUM of Selected,Basic Assistance (BA),BA - 3. Strengthened social safety net structures,,BA - 3.1 Strength Targeting & delivery  for NPTP,1. Conduct workshops with the government,Countrywide,UNICEF,0
SUM of Selected,Basic Assistance (BA),BA - 3. Strengthened social safety net structures,,BA - 3.1 Strength Targeting & delivery  for NPTP,2. Develop a joint UN/ NGO and NPTP/MOSA mission,Akkar,IOM,0
